Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
412024,2017,8,8,2,10,4160,416,0,0
412133,2017,8,10,9,19,4465,446,0,0
733046,2018,8,1,1,2,3544,354,678,55
412203,2017,8,0,0,0,0,0,0,0
412284,2017,8,0,0,0,0,0,0,0
412362,2017,8,0,0,0,0,0,0,0
412394,2017,8,11,4,15,4020,402,0,0
412402,2017,8,8,4,12,3216,321,0,0
412429,2017,8,5,5,10,2470,247,0,0
412480,2017,8,0,0,0,0,0,0,0
412487,2017,8,17,3,20,1780,178,0,0
412743,2017,8,0,0,0,0,0,0,0
412793,2017,8,13,6,19,4712,471,0,0
412803,2017,8,18,9,27,1728,172,0,0
412817,2017,8,0,0,0,0,0,0,0
412854,2017,8,0,0,0,0,0,0,0
412880,2017,8,9,8,17,4726,472,0,0
412902,2017,8,13,0,13,4264,426,0,0
412944,2017,8,10,5,15,2445,244,0,0
412995,2017,8,10,6,16,3536,353,0,0
413050,2017,8,18,0,18,3006,300,0,0
413052,2017,8,0,0,0,0,0,0,0
413088,2017,8,0,0,0,0,0,0,0
413101,2017,8,0,0,0,0,0,0,0
413115,2017,8,12,2,14,1414,141,0,0
413185,2017,8,4,0,4,2664,266,0,0
413243,2017,8,0,0,0,0,0,0,0
375540,2017,10,1,1,2,2746,274,534,43
413282,2017,8,1,1,2,292,29,0,0
413305,2017,8,0,0,0,0,0,0,0
413330,2017,8,2,2,4,3372,337,0,0
413345,2017,8,0,0,0,0,0,0,0
413347,2017,8,15,7,22,3410,341,0,0
413426,2017,8,0,0,0,0,0,0,0
383399,2018,6,0,0,0,0,0,0,0
413459,2017,8,8,2,10,2710,271,0,0
413620,2017,8,11,0,11,3806,380,0,0
413659,2017,8,0,0,0,0,0,0,0
413741,2017,8,8,0,8,2432,243,0,0
413798,2017,8,12,1,13,2730,273,0,0
413815,2017,8,0,0,0,0,0,0,0
413853,2017,8,0,0,0,0,0,0,0
413994,2017,8,11,0,11,1925,192,0,0
414033,2017,8,0,0,0,0,0,0,0
414157,2017,8,0,0,0,0,0,0,0
414164,2017,8,1,1,2,2364,236,0,0
414207,2017,8,7,7,14,3710,371,0,0
414211,2017,8,5,0,5,3235,323,0,0
414239,2017,8,8,8,16,3872,387,0,0
414305,2017,8,18,4,22,1782,178,0,0
414318,2017,8,0,0,0,0,0,0,0
414382,2017,8,0,0,0,0,0,0,0
414433,2017,8,0,0,0,0,0,0,0
414584,2017,8,18,6,24,4776,477,0,0
414661,2017,8,0,0,0,0,0,0,0
414727,2017,8,15,8,23,5037,503,0,0
414741,2017,8,0,0,0,0,0,0,0
414757,2017,8,0,0,0,0,0,0,0
415067,2017,8,2,2,4,3684,368,0,0
415077,2017,8,2,1,3,3567,356,0,0
415088,2017,8,0,0,0,0,0,0,0
415090,2017,8,15,9,24,2184,218,0,0
415148,2017,8,10,9,19,4522,452,0,0
415201,2017,8,0,0,0,0,0,0,0
415292,2017,8,0,0,0,0,0,0,0
415327,2017,8,0,0,0,0,0,0,0
415332,2017,8,6,0,6,498,49,0,0
415341,2017,8,9,4,13,3211,321,0,0
134202,2018,10,1,1,2,2746,274,534,43
415381,2017,8,14,2,16,2336,233,0,0
415402,2017,8,9,0,9,702,70,0,0
415441,2017,8,0,0,0,0,0,0,0
415446,2017,8,0,0,0,0,0,0,0
415640,2017,8,0,0,0,0,0,0,0
415862,2017,8,9,0,9,3168,316,0,0
415896,2017,8,9,0,9,2610,261,0,0
415915,2017,8,0,0,0,0,0,0,0
415916,2017,8,0,0,0,0,0,0,0
416091,2017,8,0,0,0,0,0,0,0
416105,2017,8,0,0,0,0,0,0,0
416124,2017,8,0,0,0,0,0,0,0
416127,2017,8,0,0,0,0,0,0,0
416216,2017,8,3,0,3,699,69,0,0
416575,2017,8,0,0,0,0,0,0,0
416620,2017,8,0,0,0,0,0,0,0
416768,2017,8,4,4,8,4128,412,0,0
779046,2017,4,1,1,2,2708,270,527,43
383399,2018,7,0,0,0,0,0,0,0
383399,2018,8,0,0,0,0,0,0,0
417001,2017,8,0,0,0,0,0,0,0
417082,2017,8,0,0,0,0,0,0,0
417118,2017,8,7,0,7,4060,406,0,0
417240,2017,8,0,0,0,0,0,0,0
417240,2017,8,0,0,0,0,0,0,0
417274,2017,8,0,0,0,0,0,0,0
417507,2017,8,0,0,0,0,0,0,0
417553,2017,8,0,0,0,0,0,0,0
417564,2017,8,16,0,16,4128,412,0,0
417584,2017,8,0,0,0,0,0,0,0
417721,2017,8,0,0,0,0,0,0,0
417825,2017,8,0,0,0,0,0,0,0
417838,2017,8,9,0,9,3276,327,0,0
417841,2017,8,0,0,0,0,0,0,0
417886,2017,8,14,0,14,994,99,0,0
417904,2017,8,4,0,4,1280,128,0,0
417929,2017,8,0,0,0,0,0,0,0
418090,2017,8,14,4,18,3888,388,0,0
418166,2017,8,0,0,0,0,0,0,0
418233,2017,8,0,0,0,0,0,0,0
418281,2017,8,14,0,14,1904,190,0,0
418327,2017,8,8,1,9,2205,220,0,0
418470,2017,8,0,0,0,0,0,0,0
418626,2017,8,0,0,0,0,0,0,0
383399,2018,9,0,0,0,0,0,0,0
418718,2017,8,0,0,0,0,0,0,0
418753,2017,8,11,9,20,4660,466,0,0
418779,2017,8,9,8,17,1921,192,0,0
418784,2017,8,0,0,0,0,0,0,0
418793,2017,8,0,0,0,0,0,0,0
100644,2018,12,1,1,2,3354,335,644,52
418930,2017,8,11,0,11,4708,470,0,0
418938,2017,8,0,0,0,0,0,0,0
418958,2017,8,0,0,0,0,0,0,0
418990,2017,8,11,7,18,1422,142,0,0
419182,2017,8,4,3,7,3409,340,0,0
383399,2018,10,0,0,0,0,0,0,0
419275,2017,8,0,0,0,0,0,0,0
419377,2017,8,7,0,7,2569,256,0,0
419491,2017,8,0,0,0,0,0,0,0
419493,2017,8,0,0,0,0,0,0,0
419522,2017,8,18,0,18,3816,381,0,0
419540,2017,8,10,6,16,3968,396,0,0
419570,2017,8,9,0,9,3240,324,0,0
419626,2017,8,0,0,0,0,0,0,0
419648,2017,8,0,0,0,0,0,0,0
419661,2017,8,0,0,0,0,0,0,0
419732,2017,8,0,0,0,0,0,0,0
419748,2017,8,7,5,12,2052,205,0,0
419749,2017,8,0,0,0,0,0,0,0
357298,2017,2,7,4,11,2475,247,386,31
419776,2017,8,17,4,21,2037,203,0,0
419818,2017,8,18,3,21,2604,260,0,0
383399,2018,11,0,0,0,0,0,0,0
419953,2017,8,11,0,11,4268,426,0,0
419973,2017,8,11,3,14,3612,361,0,0
420008,2017,8,5,1,6,2850,285,0,0
420010,2017,8,0,0,0,0,0,0,0
420126,2017,8,0,0,0,0,0,0,0
420148,2017,8,3,0,3,2526,252,0,0
420202,2017,8,0,0,0,0,0,0,0
420204,2017,8,0,0,0,0,0,0,0
781347,2017,10,8,5,13,2860,286,435,35
420243,2017,8,0,0,0,0,0,0,0
420339,2017,8,8,0,8,2152,215,0,0
420394,2017,8,0,0,0,0,0,0,0
420434,2017,8,0,0,0,0,0,0,0
420439,2017,8,10,7,17,1887,188,0,0
420457,2017,8,18,0,18,3348,334,0,0
420464,2017,8,0,0,0,0,0,0,0
420481,2017,8,0,0,0,0,0,0,0
420488,2017,8,0,0,0,0,0,0,0
420490,2017,8,4,3,7,1512,151,0,0
420508,2017,8,0,0,0,0,0,0,0
420515,2017,8,10,0,10,4640,464,0,0
420590,2017,8,0,0,0,0,0,0,0
420627,2017,8,11,0,11,1287,128,0,0
420738,2017,8,5,5,10,1720,172,0,0
420786,2017,8,0,0,0,0,0,0,0
420856,2017,8,0,0,0,0,0,0,0
420890,2017,8,0,0,0,0,0,0,0
421001,2017,8,2,0,2,2480,248,0,0
421191,2017,8,6,0,6,2748,274,0,0
421252,2017,8,0,0,0,0,0,0,0
421310,2017,8,0,0,0,0,0,0,0
421432,2017,8,0,0,0,0,0,0,0
421458,2017,8,10,5,15,1710,171,0,0
421497,2017,8,0,0,0,0,0,0,0
421580,2017,8,11,9,20,1600,160,0,0
421691,2017,8,1,1,2,564,56,0,0
421744,2017,8,0,0,0,0,0,0,0
421748,2017,8,13,9,22,4246,424,0,0
421752,2017,8,0,0,0,0,0,0,0
421822,2017,8,0,0,0,0,0,0,0
421855,2017,8,0,0,0,0,0,0,0
954570,2018,10,8,5,13,2860,286,435,35
350979,2018,12,11,6,17,3587,358,522,42
422121,2017,8,5,2,7,1330,133,0,0
422152,2017,8,7,7,14,4466,446,0,0
422164,2017,8,0,0,0,0,0,0,0
422204,2017,8,13,7,20,4540,454,0,0
422245,2017,8,0,0,0,0,0,0,0
422276,2017,8,0,0,0,0,0,0,0
422320,2017,8,16,4,20,4920,492,0,0
422349,2017,8,0,0,0,0,0,0,0
422358,2017,8,18,0,18,3906,390,0,0
422398,2017,8,15,0,15,2850,285,0,0
422436,2017,8,0,0,0,0,0,0,0
422496,2017,8,7,7,14,3920,392,0,0
422750,2017,8,0,0,0,0,0,0,0
422787,2017,8,0,0,0,0,0,0,0
422803,2017,8,0,0,0,0,0,0,0
422805,2017,8,12,8,20,2560,256,0,0
383399,2018,12,0,0,0,0,0,0,0
491122,2017,11,12,1,13,3549,354,557,45
423096,2017,8,2,0,2,3326,332,0,0
383954,2017,1,0,0,0,0,0,0,0
423153,2017,8,0,0,0,0,0,0,0
423201,2017,8,8,6,14,2464,246,0,0
423228,2017,8,4,0,4,1492,149,0,0
423254,2017,8,0,0,0,0,0,0,0
423272,2017,8,4,3,7,2198,219,0,0
423313,2017,8,0,0,0,0,0,0,0
423324,2017,8,0,0,0,0,0,0,0
423336,2017,8,0,0,0,0,0,0,0
423409,2017,8,0,0,0,0,0,0,0
423432,2017,8,0,0,0,0,0,0,0
383954,2017,2,0,0,0,0,0,0,0
423598,2017,8,18,0,18,3762,376,0,0
423609,2017,8,0,0,0,0,0,0,0
423686,2017,8,10,0,10,2070,207,0,0
423711,2017,8,0,0,0,0,0,0,0
195994,2018,2,9,1,10,2320,250.56,369,30
423844,2017,8,0,0,0,0,0,0,0
423941,2017,8,3,0,3,3801,380,0,0
423978,2017,8,0,0,0,0,0,0,0
424012,2017,8,17,6,23,2714,271,0,0
424027,2017,8,0,0,0,0,0,0,0
424098,2017,8,9,0,9,666,66,0,0
424100,2017,8,8,0,8,696,69,0,0
424126,2017,8,11,0,11,2530,253,0,0
424139,2017,8,6,2,8,4360,436,0,0
424208,2017,8,0,0,0,0,0,0,0
424216,2017,8,5,3,8,2888,288,0,0
424270,2017,8,0,0,0,0,0,0,0
424317,2017,8,0,0,0,0,0,0,0
424337,2017,8,0,0,0,0,0,0,0
424403,2017,8,9,9,18,3204,320,0,0
424451,2017,8,0,0,0,0,0,0,0
424526,2017,8,10,2,12,4020,402,0,0
424540,2017,8,10,0,10,1340,134,0,0
383954,2017,3,0,0,0,0,0,0,0
424688,2017,8,11,8,19,1292,129,0,0
424793,2017,8,10,2,12,1464,146,0,0
424812,2017,8,0,0,0,0,0,0,0
424837,2017,8,0,0,0,0,0,0,0
424917,2017,8,9,5,14,1106,110,0,0
424983,2017,8,14,1,15,3285,328,0,0
425294,2017,8,9,9,18,1980,198,0,0
425411,2017,8,2,0,2,1898,189,0,0
425436,2017,8,0,0,0,0,0,0,0
425445,2017,8,0,0,0,0,0,0,0
425472,2017,8,11,2,13,3900,390,0,0
425477,2017,8,0,0,0,0,0,0,0
425567,2017,8,0,0,0,0,0,0,0
425620,2017,8,0,0,0,0,0,0,0
425687,2017,8,0,0,0,0,0,0,0
383954,2017,4,0,0,0,0,0,0,0
425720,2017,8,2,2,4,2596,259,0,0
383954,2017,5,0,0,0,0,0,0,0
425826,2017,8,0,0,0,0,0,0,0
557138,2018,5,10,6,16,3344,334,489,40
425940,2017,8,0,0,0,0,0,0,0
426022,2017,8,0,0,0,0,0,0,0
426027,2017,8,0,0,0,0,0,0,0
426124,2017,8,16,7,23,2806,280,0,0
426141,2017,8,0,0,0,0,0,0,0
426185,2017,8,0,0,0,0,0,0,0
426223,2017,8,16,0,16,4128,412,0,0
426302,2017,8,0,0,0,0,0,0,0
426317,2017,8,6,0,6,1020,102,0,0
426351,2017,8,13,0,13,2678,267,0,0
426384,2017,8,13,0,13,2145,214,0,0
426414,2017,8,0,0,0,0,0,0,0
426429,2017,8,5,0,5,2315,231,0,0
426439,2017,8,10,6,16,1424,142,0,0
426530,2017,8,1,1,2,3174,317,0,0
426533,2017,8,18,0,18,4806,480,0,0
426536,2017,8,7,6,13,1040,104,0,0
426698,2017,8,0,0,0,0,0,0,0
426720,2017,8,13,2,15,1455,145,0,0
426791,2017,8,11,7,18,2052,205,0,0
426958,2017,8,6,6,12,2880,288,0,0
426981,2017,8,0,0,0,0,0,0,0
426990,2017,8,16,0,16,1744,174,0,0
426994,2017,8,0,0,0,0,0,0,0
427036,2017,8,4,0,4,3664,366,0,0
427140,2017,8,10,4,14,3654,365,0,0
427163,2017,8,3,0,3,696,69,0,0
427177,2017,8,9,1,10,1840,184,0,0
427329,2017,8,2,0,2,3772,377,0,0
427354,2017,8,0,0,0,0,0,0,0
430107,2017,10,13,2,15,3840,384,588,48
383954,2017,6,8,6,14,5194,519,0,0
427444,2017,8,0,0,0,0,0,0,0
427733,2017,8,0,0,0,0,0,0,0
427804,2017,8,0,0,0,0,0,0,0
427919,2017,8,16,0,16,1744,174,0,0
427976,2017,8,1,0,1,1729,172,0,0
427980,2017,8,0,0,0,0,0,0,0
428020,2017,8,17,8,25,3650,365,0,0
428114,2017,8,17,0,17,2720,272,0,0
428129,2017,8,12,0,12,2268,226,0,0
428130,2017,8,12,0,12,2484,248,0,0
428152,2017,8,0,0,0,0,0,0,0
428162,2017,8,0,0,0,0,0,0,0
428249,2017,8,0,0,0,0,0,0,0
428305,2017,8,0,0,0,0,0,0,0
428345,2017,8,0,0,0,0,0,0,0
428376,2017,8,1,0,1,2378,237,0,0
383954,2017,7,10,10,20,4200,420,0,0
428402,2017,8,7,0,7,3304,330,0,0
428452,2017,8,0,0,0,0,0,0,0
428520,2017,8,0,0,0,0,0,0,0
428523,2017,8,0,0,0,0,0,0,0
428526,2017,8,0,0,0,0,0,0,0
428536,2017,8,0,0,0,0,0,0,0
428565,2017,8,14,8,22,4158,415,0,0
428590,2017,8,0,0,0,0,0,0,0
428604,2017,8,0,0,0,0,0,0,0
428649,2017,8,0,0,0,0,0,0,0
383954,2017,8,5,0,5,3105,310,0,0
428757,2017,8,0,0,0,0,0,0,0
428765,2017,8,0,0,0,0,0,0,0
428778,2017,8,0,0,0,0,0,0,0
428826,2017,8,0,0,0,0,0,0,0
428843,2017,8,0,0,0,0,0,0,0
428853,2017,8,14,0,14,3010,301,0,0
428872,2017,8,0,0,0,0,0,0,0
428903,2017,8,0,0,0,0,0,0,0
428919,2017,8,6,0,6,1620,162,0,0
428922,2017,8,0,0,0,0,0,0,0
429054,2017,8,7,7,14,4844,484,0,0
429238,2017,8,4,4,8,2888,288,0,0
429244,2017,8,0,0,0,0,0,0,0
429292,2017,8,0,0,0,0,0,0,0
429308,2017,8,12,0,12,4716,471,0,0
841916,2018,10,13,2,15,3840,384,588,48
429448,2017,8,0,0,0,0,0,0,0
383954,2017,9,0,0,0,0,0,0,0
429471,2017,8,0,0,0,0,0,0,0
429557,2017,8,0,0,0,0,0,0,0
429689,2017,8,0,0,0,0,0,0,0
383954,2017,10,8,2,10,1460,146,0,0
429829,2017,8,18,5,23,2185,218,0,0
429849,2017,8,0,0,0,0,0,0,0
429894,2017,8,0,0,0,0,0,0,0
429921,2017,8,18,0,18,1692,169,0,0
429933,2017,8,18,6,24,3264,326,0,0
430048,2017,8,16,0,16,4032,403,0,0
430059,2017,8,0,0,0,0,0,0,0
430097,2017,8,7,0,7,609,60,0,0
430107,2017,8,12,9,21,1638,163,0,0
430197,2017,8,0,0,0,0,0,0,0
430221,2017,8,0,0,0,0,0,0,0
211524,2018,4,10,1,11,2607,390,410,33
430265,2017,8,1,0,1,3716,371,0,0
110678,2018,8,17,2,19,4959,495,748,60
430398,2017,8,0,0,0,0,0,0,0
430413,2017,8,18,4,22,3102,310,0,0
430475,2017,8,4,0,4,2200,220,0,0
430500,2017,8,10,8,18,4770,477,0,0
430503,2017,8,0,0,0,0,0,0,0
430519,2017,8,0,0,0,0,0,0,0
430521,2017,8,0,0,0,0,0,0,0
430555,2017,8,13,7,20,3900,390,0,0
430559,2017,8,0,0,0,0,0,0,0
430569,2017,8,0,0,0,0,0,0,0
430618,2017,8,12,4,16,1888,188,0,0
430670,2017,8,0,0,0,0,0,0,0
383954,2017,11,7,0,7,1344,134,0,0
328936,2017,8,11,7,18,3798,379,549,44
430817,2017,8,14,0,14,4088,408,0,0
430880,2017,8,16,0,16,2096,209,0,0
431020,2017,8,0,0,0,0,0,0,0
431021,2017,8,16,9,25,4750,475,0,0
431034,2017,8,5,5,10,1110,111,0,0
431187,2017,8,0,0,0,0,0,0,0
431201,2017,8,0,0,0,0,0,0,0
431277,2017,8,6,0,6,4122,412,0,0
431286,2017,8,0,0,0,0,0,0,0
431392,2017,8,0,0,0,0,0,0,0
431514,2017,8,0,0,0,0,0,0,0
314941,2018,8,11,7,18,3798,379,549,44
431533,2017,8,10,2,12,2772,277,0,0
431586,2017,8,0,0,0,0,0,0,0
238156,2017,11,8,5,13,2743,274,413,34
431829,2017,8,7,0,7,2723,272,0,0
431899,2017,8,0,0,0,0,0,0,0
432031,2017,8,1,1,2,840,84,0,0
525548,2018,12,16,2,18,4698,469,710,57
432145,2017,8,16,0,16,3600,360,0,0
432200,2017,8,4,4,8,2240,224,0,0
432215,2017,8,6,0,6,456,45,0,0
432255,2017,8,9,2,11,1650,165,0,0
432298,2017,8,13,0,13,4355,435,0,0
432302,2017,8,16,0,16,1936,193,0,0
432366,2017,8,0,0,0,0,0,0,0
432370,2017,8,0,0,0,0,0,0,0
432392,2017,8,0,0,0,0,0,0,0
432451,2017,8,17,0,17,2941,294,0,0
432493,2017,8,13,0,13,1144,114,0,0
383954,2017,12,11,7,18,3204,320,0,0
432579,2017,8,0,0,0,0,0,0,0
432592,2017,8,18,3,21,1764,176,0,0
432598,2017,8,0,0,0,0,0,0,0
432655,2017,8,15,2,17,1190,119,0,0
432716,2017,8,18,9,27,2133,213,0,0
432718,2017,8,0,0,0,0,0,0,0
432729,2017,8,0,0,0,0,0,0,0
281608,2018,7,13,8,21,4284,428,603,49
432920,2017,8,9,9,18,1872,187,0,0
596787,2017,6,18,2,20,5320,532,802,65
383954,2018,1,1,1,2,326,32,0,0
432961,2017,8,0,0,0,0,0,0,0
433017,2017,8,0,0,0,0,0,0,0
383954,2018,2,6,0,6,1398,173.75,0,0
433116,2017,8,0,0,0,0,0,0,0
677704,2017,1,11,1,12,3360,336,534,43
383954,2018,3,3,3,6,1572,196.25,0,0
433307,2017,8,0,0,0,0,0,0,0
433353,2017,8,7,0,7,1428,142,0,0
433477,2017,8,0,0,0,0,0,0,0
433496,2017,8,9,2,11,1870,187,0,0
433510,2017,8,12,4,16,4016,401,0,0
433678,2017,8,2,0,2,3798,379,0,0
433752,2017,8,0,0,0,0,0,0,0
433812,2017,8,12,0,12,1092,109,0,0
433815,2017,8,2,1,3,1854,185,0,0
433857,2017,8,0,0,0,0,0,0,0
433881,2017,8,0,0,0,0,0,0,0
433946,2017,8,16,2,18,4158,415,0,0
434081,2017,8,0,0,0,0,0,0,0
305171,2017,3,15,2,17,4386,438,664,54
434113,2017,8,14,0,14,4172,417,0,0
434136,2017,8,0,0,0,0,0,0,0
434215,2017,8,1,0,1,1969,196,0,0
434385,2017,8,7,7,14,3374,337,0,0
434430,2017,8,0,0,0,0,0,0,0
112678,2018,5,15,2,17,4386,438,664,54
434477,2017,8,11,9,20,2960,296,0,0
434489,2017,8,2,0,2,3690,369,0,0
434568,2017,8,16,0,16,2928,292,0,0
434620,2017,8,0,0,0,0,0,0,0
434621,2017,8,0,0,0,0,0,0,0
383954,2018,4,0,0,0,0,0,0,0
213934,2018,7,19,3,22,5566,556,825,66
434679,2017,8,16,6,22,3278,327,0,0
434693,2017,8,0,0,0,0,0,0,0
434751,2017,8,7,0,7,3906,390,0,0
663513,2018,3,4,4,8,2248,280,378,31
434802,2017,8,0,0,0,0,0,0,0
434807,2017,8,18,0,18,2736,273,0,0
434807,2017,8,1,0,1,4095,409,0,0
434888,2017,8,0,0,0,0,0,0,0
434922,2017,8,14,9,23,3795,379,0,0
434965,2017,8,0,0,0,0,0,0,0
435049,2017,8,0,0,0,0,0,0,0
140381,2018,2,3,3,6,1704,212.5,302,25
435129,2017,8,5,0,5,1665,166,0,0
621093,2017,11,6,5,11,2992,299,481,39
435223,2017,8,0,0,0,0,0,0,0
435249,2017,8,17,4,21,4473,447,0,0
435358,2017,8,0,0,0,0,0,0,0
435378,2017,8,5,0,5,4220,422,0,0
435557,2017,8,18,0,18,4842,484,0,0
435613,2017,8,3,3,6,1668,166,0,0
372290,2018,11,6,5,11,2992,299,481,39
435777,2017,8,0,0,0,0,0,0,0
435789,2017,8,8,0,8,2520,252,0,0
435883,2017,8,0,0,0,0,0,0,0
436010,2017,8,0,0,0,0,0,0,0
383954,2018,5,0,0,0,0,0,0,0
436081,2017,8,10,0,10,1030,103,0,0
383954,2018,6,0,0,0,0,0,0,0
436226,2017,8,17,0,17,3128,312,0,0
436235,2017,8,0,0,0,0,0,0,0
436247,2017,8,0,0,0,0,0,0,0
436266,2017,8,0,0,0,0,0,0,0
436282,2017,8,0,0,0,0,0,0,0
436318,2017,8,0,0,0,0,0,0,0
436419,2017,8,0,0,0,0,0,0,0
436475,2017,8,18,0,18,2772,277,0,0
436498,2017,8,0,0,0,0,0,0,0
436569,2017,8,4,1,5,425,42,0,0
383954,2018,7,0,0,0,0,0,0,0
436719,2017,8,18,0,18,2268,226,0,0
436805,2017,8,0,0,0,0,0,0,0
436827,2017,8,16,9,25,3175,317,0,0
436874,2017,8,7,0,7,4032,403,0,0
436901,2017,8,11,3,14,4060,406,0,0
436969,2017,8,0,0,0,0,0,0,0
436971,2017,8,0,0,0,0,0,0,0
436975,2017,8,15,0,15,2595,259,0,0
436990,2017,8,0,0,0,0,0,0,0
437022,2017,8,16,0,16,3728,372,0,0
437074,2017,8,2,2,4,3628,362,0,0
437086,2017,8,0,0,0,0,0,0,0
437158,2017,8,5,5,10,1130,113,0,0
437197,2017,8,3,0,3,3048,304,0,0
383954,2018,8,0,0,0,0,0,0,0
437262,2017,8,0,0,0,0,0,0,0
383954,2018,9,0,0,0,0,0,0,0
437288,2017,8,13,0,13,1560,156,0,0
437357,2017,8,5,5,10,2220,222,0,0
383954,2018,10,0,0,0,0,0,0,0
437407,2017,8,12,6,18,1584,158,0,0
437440,2017,8,9,0,9,2133,213,0,0
437545,2017,8,0,0,0,0,0,0,0
437598,2017,8,16,0,16,4128,412,0,0
437737,2017,8,11,0,11,1386,138,0,0
770327,2017,2,6,4,10,2750,275,449,36
438023,2017,8,0,0,0,0,0,0,0
438120,2017,8,0,0,0,0,0,0,0
438199,2017,8,1,0,1,258,25,0,0
438263,2017,8,0,0,0,0,0,0,0
438299,2017,8,0,0,0,0,0,0,0
438383,2017,8,0,0,0,0,0,0,0
438511,2017,8,0,0,0,0,0,0,0
383954,2018,11,0,0,0,0,0,0,0
438526,2017,8,16,0,16,4736,473,0,0
438593,2017,8,0,0,0,0,0,0,0
438641,2017,8,1,1,2,1282,128,0,0
438698,2017,8,0,0,0,0,0,0,0
798533,2017,9,7,5,12,3336,333,533,43
340802,2017,6,9,7,16,4448,444,688,56
438822,2017,8,8,0,8,2136,213,0,0
438869,2017,8,0,0,0,0,0,0,0
438875,2017,8,0,0,0,0,0,0,0
438936,2017,8,14,0,14,2058,205,0,0
439013,2017,8,0,0,0,0,0,0,0
439068,2017,8,0,0,0,0,0,0,0
439092,2017,8,0,0,0,0,0,0,0
439251,2017,8,13,0,13,2275,227,0,0
383954,2018,12,0,0,0,0,0,0,0
439296,2017,8,17,4,21,4137,413,0,0
439350,2017,8,4,0,4,1096,109,0,0
439361,2017,8,0,0,0,0,0,0,0
439566,2017,8,15,0,15,1125,112,0,0
439572,2017,8,0,0,0,0,0,0,0
439574,2017,8,16,0,16,2736,273,0,0
439675,2017,8,0,0,0,0,0,0,0
439696,2017,8,17,1,18,4806,480,0,0
439819,2017,8,0,0,0,0,0,0,0
439900,2017,8,7,3,10,3030,303,0,0
440112,2017,8,16,9,25,3775,377,0,0
953431,2018,6,9,7,16,4448,444,688,56
440209,2017,8,1,1,2,3862,386,0,0
384146,2017,1,0,0,0,0,0,0,0
440320,2017,8,14,0,14,4410,441,0,0
440511,2017,8,0,0,0,0,0,0,0
440595,2017,8,1,0,1,649,64,0,0
440618,2017,8,0,0,0,0,0,0,0
440642,2017,8,0,0,0,0,0,0,0
440671,2017,8,0,0,0,0,0,0,0
440699,2017,8,0,0,0,0,0,0,0
440758,2017,8,0,0,0,0,0,0,0
395639,2018,6,15,10,25,4375,437,575,46
440885,2017,8,0,0,0,0,0,0,0
188328,2018,8,9,7,16,4192,419,643,52
440939,2017,8,3,0,3,4044,404,0,0
440967,2017,8,9,6,15,3270,327,0,0
441113,2017,8,0,0,0,0,0,0,0
441128,2017,8,3,0,3,2370,237,0,0
441135,2017,8,0,0,0,0,0,0,0
441155,2017,8,0,0,0,0,0,0,0
441304,2017,8,8,8,16,1840,184,0,0
441313,2017,8,0,0,0,0,0,0,0
441340,2017,8,6,6,12,1944,194,0,0
384146,2017,2,0,0,0,0,0,0,0
441356,2017,8,0,0,0,0,0,0,0
441359,2017,8,0,0,0,0,0,0,0
441389,2017,8,16,0,16,1424,142,0,0
384146,2017,3,0,0,0,0,0,0,0
842582,2018,5,7,6,13,3614,361,572,46
441439,2017,8,0,0,0,0,0,0,0
441440,2017,8,17,0,17,3298,329,0,0
441442,2017,8,0,0,0,0,0,0,0
441509,2017,8,0,0,0,0,0,0,0
441623,2017,8,0,0,0,0,0,0,0
441631,2017,8,0,0,0,0,0,0,0
384146,2017,4,0,0,0,0,0,0,0
441719,2017,8,0,0,0,0,0,0,0
441724,2017,8,7,0,7,1351,135,0,0
441741,2017,8,17,0,17,1972,197,0,0
441782,2017,8,0,0,0,0,0,0,0
441964,2017,8,0,0,0,0,0,0,0
442014,2017,8,15,6,21,2352,235,0,0
442018,2017,8,9,1,10,4430,443,0,0
442103,2017,8,16,9,25,2750,275,0,0
442192,2017,8,0,0,0,0,0,0,0
442249,2017,8,1,0,1,496,49,0,0
442251,2017,8,0,0,0,0,0,0,0
442252,2017,8,18,2,20,3700,370,0,0
442282,2017,8,1,1,2,436,43,0,0
442304,2017,8,17,6,23,5152,515,0,0
442306,2017,8,0,0,0,0,0,0,0
442418,2017,8,0,0,0,0,0,0,0
442458,2017,8,11,9,20,1620,162,0,0
442479,2017,8,1,0,1,1544,154,0,0
442525,2017,8,0,0,0,0,0,0,0
442609,2017,8,0,0,0,0,0,0,0
442695,2017,8,0,0,0,0,0,0,0
442792,2017,8,0,0,0,0,0,0,0
384146,2017,5,0,0,0,0,0,0,0
442838,2017,8,0,0,0,0,0,0,0
442868,2017,8,0,0,0,0,0,0,0
442879,2017,8,4,2,6,1932,193,0,0
442956,2017,8,0,0,0,0,0,0,0
442980,2017,8,11,0,11,2937,293,0,0
522924,2017,3,12,8,20,3540,354,479,39
443198,2017,8,0,0,0,0,0,0,0
443199,2017,8,11,3,14,2688,268,0,0
443231,2017,8,3,0,3,2241,224,0,0
443232,2017,8,15,0,15,4575,457,0,0
443243,2017,8,13,0,13,3874,387,0,0
443557,2017,8,0,0,0,0,0,0,0
443595,2017,8,0,0,0,0,0,0,0
443770,2017,8,0,0,0,0,0,0,0
443865,2017,8,0,0,0,0,0,0,0
